clase,conjunto,nombre_origen,nombre_salida,ruta_origen,ruta_salida,ancho,alto
positivo,positivo_train,taxi_recorte_train_0017.jpg,positivo_train_00017.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0017.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00017.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0018.jpg,positivo_train_00018.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0018.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00018.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0019.jpg,positivo_train_00019.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0019.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00019.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0020.jpg,positivo_train_00020.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0020.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00020.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0021.jpg,positivo_train_00021.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0021.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00021.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0022.jpg,positivo_train_00022.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0022.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00022.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0023.jpg,positivo_train_00023.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0023.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00023.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0024.jpg,positivo_train_00024.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0024.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00024.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0025.jpg,positivo_train_00025.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0025.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00025.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0026.jpg,positivo_train_00026.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0026.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00026.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0027.jpg,positivo_train_00027.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0027.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00027.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0028.jpg,positivo_train_00028.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0028.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00028.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0029.jpg,positivo_train_00029.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0029.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00029.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0030.jpg,positivo_train_00030.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0030.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00030.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0031.jpg,positivo_train_00031.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0031.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00031.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0032.jpg,positivo_train_00032.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0032.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00032.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0033.jpg,positivo_train_00033.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0033.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00033.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0034.jpg,positivo_train_00034.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0034.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00034.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0035.jpg,positivo_train_00035.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0035.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00035.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0036.jpg,positivo_train_00036.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0036.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00036.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0037.jpg,positivo_train_00037.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0037.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00037.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0038.jpg,positivo_train_00038.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0038.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00038.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0039.jpg,positivo_train_00039.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0039.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00039.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0040.jpg,positivo_train_00040.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0040.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00040.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0041.jpg,positivo_train_00041.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0041.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00041.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0042.jpg,positivo_train_00042.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0042.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00042.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0043.jpg,positivo_train_00043.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0043.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00043.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0044.jpg,positivo_train_00044.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0044.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00044.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0045.jpg,positivo_train_00045.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0045.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00045.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0046.jpg,positivo_train_00046.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0046.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00046.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0047.jpg,positivo_train_00047.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0047.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00047.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0048.jpg,positivo_train_00048.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0048.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00048.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0049.jpg,positivo_train_00049.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0049.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00049.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0050.jpg,positivo_train_00050.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0050.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00050.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0051.jpg,positivo_train_00051.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0051.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00051.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0052.jpg,positivo_train_00052.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0052.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00052.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0053.jpg,positivo_train_00053.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0053.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00053.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0054.jpg,positivo_train_00054.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0054.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00054.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0055.jpg,positivo_train_00055.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0055.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00055.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0056.jpg,positivo_train_00056.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0056.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00056.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0057.jpg,positivo_train_00057.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0057.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00057.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0058.jpg,positivo_train_00058.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0058.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00058.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0059.jpg,positivo_train_00059.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0059.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00059.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0060.jpg,positivo_train_00060.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0060.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00060.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0061.jpg,positivo_train_00061.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0061.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00061.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0062.jpg,positivo_train_00062.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0062.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00062.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0063.jpg,positivo_train_00063.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0063.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00063.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0064.jpg,positivo_train_00064.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0064.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00064.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0065.jpg,positivo_train_00065.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0065.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00065.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0066.jpg,positivo_train_00066.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0066.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00066.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0067.jpg,positivo_train_00067.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0067.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00067.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0068.jpg,positivo_train_00068.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0068.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00068.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0069.jpg,positivo_train_00069.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0069.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00069.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0070.jpg,positivo_train_00070.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0070.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00070.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0071.jpg,positivo_train_00071.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0071.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00071.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0072.jpg,positivo_train_00072.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0072.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00072.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0073.jpg,positivo_train_00073.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0073.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00073.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0074.jpg,positivo_train_00074.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0074.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00074.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0075.jpg,positivo_train_00075.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0075.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00075.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0076.jpg,positivo_train_00076.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0076.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00076.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0077.jpg,positivo_train_00077.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0077.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00077.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0078.jpg,positivo_train_00078.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0078.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00078.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0079.jpg,positivo_train_00079.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0079.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00079.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0080.jpg,positivo_train_00080.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0080.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00080.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0081.jpg,positivo_train_00081.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0081.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00081.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0082.jpg,positivo_train_00082.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0082.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00082.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0083.jpg,positivo_train_00083.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0083.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00083.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0084.jpg,positivo_train_00084.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0084.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00084.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0085.jpg,positivo_train_00085.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0085.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00085.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0086.jpg,positivo_train_00086.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0086.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00086.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0087.jpg,positivo_train_00087.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0087.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00087.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0088.jpg,positivo_train_00088.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0088.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00088.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0089.jpg,positivo_train_00089.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0089.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00089.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0090.jpg,positivo_train_00090.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0090.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00090.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0091.jpg,positivo_train_00091.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0091.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00091.jpg,128,64
positivo,positivo_train,taxi_recorte_train_0092.jpg,positivo_train_00092.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/positivos/recortes/train/taxi_recorte_train_0092.jpg,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/hog/train/positivos/positivo_train_00092.jpg,128,64
