nombre_original,nombre_nuevo,conjunto,ruta_original
637.jpg,negativos_train_0061.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/637.jpg
912.jpg,negativos_train_0062.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/912.jpg
967.jpg,negativos_train_0063.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/967.jpg
346.jpg,negativos_train_0064.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/346.jpg
881.jpg,negativos_train_0065.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/881.jpg
695.jpg,negativos_train_0066.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/695.jpg
918.jpg,negativos_train_0067.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/918.jpg
256.jpg,negativos_train_0068.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/256.jpg
795.jpg,negativos_train_0069.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/795.jpg
553.jpg,negativos_train_0070.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/553.jpg
675.jpg,negativos_train_0071.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/675.jpg
130.jpg,negativos_train_0072.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/130.jpg
218.jpg,negativos_train_0073.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/218.jpg
61.jpg,negativos_train_0074.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/61.jpg
279.jpg,negativos_train_0075.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/279.jpg
335.jpg,negativos_train_0076.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/335.jpg
788.jpg,negativos_train_0077.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/788.jpg
526.jpg,negativos_train_0078.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/526.jpg
139.jpg,negativos_train_0079.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/139.jpg
15.jpg,negativos_train_0080.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/15.jpg
90.jpg,negativos_train_0081.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/90.jpg
770.jpg,negativos_train_0082.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/770.jpg
42.jpg,negativos_train_0083.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/42.jpg
344.jpg,negativos_train_0084.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/344.jpg
365.jpg,negativos_train_0085.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/365.jpg
390.jpg,negativos_train_0086.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/390.jpg
618.jpg,negativos_train_0087.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/618.jpg
855.jpg,negativos_train_0088.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/855.jpg
186.jpg,negativos_train_0089.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/186.jpg
846.jpg,negativos_train_0090.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/846.jpg
753.jpg,negativos_train_0091.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/753.jpg
531.jpg,negativos_train_0092.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/531.jpg
776.jpg,negativos_train_0093.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/776.jpg
730.jpg,negativos_train_0094.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/730.jpg
951.jpg,negativos_train_0095.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/951.jpg
965.jpg,negativos_train_0096.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/965.jpg
137.jpg,negativos_train_0097.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/137.jpg
757.jpg,negativos_train_0098.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/757.jpg
510.jpg,negativos_train_0099.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/510.jpg
832.jpg,negativos_train_0100.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/832.jpg
341.jpg,negativos_train_0101.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/341.jpg
532.jpg,negativos_train_0102.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/532.jpg
485.jpg,negativos_train_0103.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/485.jpg
713.jpg,negativos_train_0104.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/713.jpg
945.jpg,negativos_train_0105.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/945.jpg
593.jpg,negativos_train_0106.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/593.jpg
778.jpg,negativos_train_0107.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/778.jpg
36.jpg,negativos_train_0108.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/36.jpg
582.jpg,negativos_train_0109.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/582.jpg
281.jpg,negativos_train_0110.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/281.jpg
458.jpg,negativos_train_0111.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/458.jpg
856.jpg,negativos_train_0112.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/856.jpg
686.jpg,negativos_train_0113.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/686.jpg
528.jpg,negativos_train_0114.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/528.jpg
440.jpg,negativos_train_0115.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/440.jpg
894.jpg,negativos_train_0116.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/894.jpg
93.jpg,negativos_train_0117.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/93.jpg
914.jpg,negativos_train_0118.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/914.jpg
524.jpg,negativos_train_0119.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/524.jpg
687.jpg,negativos_train_0120.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/687.jpg
721.jpg,negativos_train_0121.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/721.jpg
463.jpg,negativos_train_0122.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/463.jpg
555.jpg,negativos_train_0123.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/555.jpg
56.jpg,negativos_train_0124.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/56.jpg
213.jpg,negativos_train_0125.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/213.jpg
157.jpg,negativos_train_0126.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/157.jpg
824.jpg,negativos_train_0127.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/824.jpg
829.jpg,negativos_train_0128.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/829.jpg
99.jpg,negativos_train_0129.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/99.jpg
235.jpg,negativos_train_0130.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/235.jpg
459.jpg,negativos_train_0131.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/459.jpg
254.jpg,negativos_train_0132.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/254.jpg
764.jpg,negativos_train_0133.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/764.jpg
189.jpg,negativos_train_0134.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/189.jpg
816.jpg,negativos_train_0135.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/816.jpg
983.jpg,negativos_train_0136.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/983.jpg
537.jpg,negativos_train_0137.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/537.jpg
132.jpg,negativos_train_0138.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/132.jpg
39.jpg,negativos_train_0139.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/39.jpg
611.jpg,negativos_train_0140.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/611.jpg
154.jpg,negativos_train_0141.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/154.jpg
956.jpg,negativos_train_0142.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/956.jpg
74.jpg,negativos_train_0143.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/74.jpg
374.jpg,negativos_train_0144.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/374.jpg
293.jpg,negativos_train_0145.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/293.jpg
978.jpg,negativos_train_0146.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/978.jpg
717.jpg,negativos_train_0147.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/717.jpg
433.jpg,negativos_train_0148.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/433.jpg
910.jpg,negativos_train_0149.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/910.jpg
819.jpg,negativos_train_0150.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/819.jpg
875.jpg,negativos_train_0151.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/875.jpg
925.jpg,negativos_train_0152.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/925.jpg
310.jpg,negativos_train_0153.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/310.jpg
493.jpg,negativos_train_0154.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/493.jpg
53.jpg,negativos_train_0155.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/53.jpg
135.jpg,negativos_train_0156.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/135.jpg
561.jpg,negativos_train_0157.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/561.jpg
31.jpg,negativos_train_0158.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/31.jpg
164.jpg,negativos_train_0159.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/164.jpg
680.jpg,negativos_train_0160.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/680.jpg
30.jpg,negativos_train_0161.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/30.jpg
811.jpg,negativos_train_0162.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/811.jpg
677.jpg,negativos_train_0163.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/677.jpg
595.jpg,negativos_train_0164.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/595.jpg
550.jpg,negativos_train_0165.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/550.jpg
118.jpg,negativos_train_0166.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/118.jpg
124.jpg,negativos_train_0167.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/124.jpg
920.jpg,negativos_train_0168.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/920.jpg
591.jpg,negativos_train_0169.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/591.jpg
45.jpg,negativos_train_0170.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/45.jpg
120.jpg,negativos_train_0171.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/120.jpg
64.jpg,negativos_train_0172.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/64.jpg
864.jpg,negativos_train_0173.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/864.jpg
633.jpg,negativos_train_0174.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/633.jpg
674.jpg,negativos_train_0175.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/674.jpg
167.jpg,negativos_train_0176.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/167.jpg
86.jpg,negativos_train_0177.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/86.jpg
933.jpg,negativos_train_0178.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/933.jpg
285.jpg,negativos_train_0179.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/285.jpg
46.jpg,negativos_train_0180.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/46.jpg
57.jpg,negativos_train_0181.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/57.jpg
616.jpg,negativos_train_0182.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/616.jpg
581.jpg,negativos_train_0183.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/581.jpg
554.jpg,negativos_train_0184.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/554.jpg
820.jpg,negativos_train_0185.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/820.jpg
610.jpg,negativos_train_0186.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/610.jpg
420.jpg,negativos_train_0187.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/420.jpg
948.jpg,negativos_train_0188.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/948.jpg
844.jpg,negativos_train_0189.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/844.jpg
14.jpg,negativos_train_0190.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/14.jpg
719.jpg,negativos_train_0191.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/719.jpg
889.jpg,negativos_train_0192.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/889.jpg
577.jpg,negativos_train_0193.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/577.jpg
298.jpg,negativos_train_0194.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/298.jpg
468.jpg,negativos_train_0195.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/468.jpg
249.jpg,negativos_train_0196.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/249.jpg
588.jpg,negativos_train_0197.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/588.jpg
860.jpg,negativos_train_0198.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/860.jpg
966.jpg,negativos_train_0199.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/966.jpg
54.jpg,negativos_train_0200.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/54.jpg
991.jpg,negativos_train_0201.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/991.jpg
755.jpg,negativos_train_0202.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/755.jpg
353.jpg,negativos_train_0203.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/353.jpg
147.jpg,negativos_train_0204.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/147.jpg
286.jpg,negativos_train_0205.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/286.jpg
926.jpg,negativos_train_0206.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/926.jpg
724.jpg,negativos_train_0207.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/724.jpg
275.jpg,negativos_train_0208.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/275.jpg
878.jpg,negativos_train_0209.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/878.jpg
431.jpg,negativos_train_0210.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/431.jpg
333.jpg,negativos_train_0211.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/333.jpg
760.jpg,negativos_train_0212.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/760.jpg
617.jpg,negativos_train_0213.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/617.jpg
729.jpg,negativos_train_0214.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/729.jpg
940.jpg,negativos_train_0215.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/940.jpg
496.jpg,negativos_train_0216.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/496.jpg
41.jpg,negativos_train_0217.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/41.jpg
16.jpg,negativos_train_0218.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/16.jpg
863.jpg,negativos_train_0219.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/863.jpg
410.jpg,negativos_train_0220.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/410.jpg
367.jpg,negativos_train_0221.jpg,train,/home/irar/Escritorio/ProyectoTaxiDetector/dataset/negativos/originales/367.jpg
