nombre_original,nombre_recorte,conjunto,x,y,ancho,alto,ruta_original,ruta_recorte
taxi_amarillo_train_0075.jpg,taxi_recorte_train_0075.jpg,train,1557,1770,682,688,dataset/positivos/train/taxi_amarillo_train_0075.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0075.jpg
taxi_amarillo_train_0076.jpg,taxi_recorte_train_0076.jpg,train,672,1290,554,298,dataset/positivos/train/taxi_amarillo_train_0076.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0076.jpg
taxi_amarillo_train_0077.jpg,taxi_recorte_train_0077.jpg,train,426,1386,1306,752,dataset/positivos/train/taxi_amarillo_train_0077.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0077.jpg
taxi_amarillo_train_0078.jpg,taxi_recorte_train_0078.jpg,train,666,1258,885,410,dataset/positivos/train/taxi_amarillo_train_0078.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0078.jpg
taxi_amarillo_train_0079.jpg,taxi_recorte_train_0079.jpg,train,512,853,1152,464,dataset/positivos/train/taxi_amarillo_train_0079.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0079.jpg
taxi_amarillo_train_0080.jpg,taxi_recorte_train_0080.jpg,train,853,1461,245,181,dataset/positivos/train/taxi_amarillo_train_0080.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0080.jpg
taxi_amarillo_train_0081.jpg,taxi_recorte_train_0081.jpg,train,416,1520,965,442,dataset/positivos/train/taxi_amarillo_train_0081.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0081.jpg
taxi_amarillo_train_0082.jpg,taxi_recorte_train_0082.jpg,train,1157,1408,917,405,dataset/positivos/train/taxi_amarillo_train_0082.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0082.jpg
taxi_amarillo_train_0083.jpg,taxi_recorte_train_0083.jpg,train,21,1237,2133,832,dataset/positivos/train/taxi_amarillo_train_0083.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0083.jpg
taxi_amarillo_train_0084.jpg,taxi_recorte_train_0084.jpg,train,186,1749,970,522,dataset/positivos/train/taxi_amarillo_train_0084.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0084.jpg
taxi_amarillo_train_0085.jpg,taxi_recorte_train_0085.jpg,train,325,1253,810,464,dataset/positivos/train/taxi_amarillo_train_0085.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0085.jpg
taxi_amarillo_train_0086.jpg,taxi_recorte_train_0086.jpg,train,746,1658,682,330,dataset/positivos/train/taxi_amarillo_train_0086.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0086.jpg
taxi_amarillo_train_0087.jpg,taxi_recorte_train_0087.jpg,train,917,901,656,538,dataset/positivos/train/taxi_amarillo_train_0087.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0087.jpg
taxi_amarillo_train_0088.jpg,taxi_recorte_train_0088.jpg,train,592,1338,848,634,dataset/positivos/train/taxi_amarillo_train_0088.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0088.jpg
taxi_amarillo_train_0089.jpg,taxi_recorte_train_0089.jpg,train,709,1600,384,384,dataset/positivos/train/taxi_amarillo_train_0089.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0089.jpg
taxi_amarillo_train_0090.jpg,taxi_recorte_train_0090.jpg,train,101,1472,1360,693,dataset/positivos/train/taxi_amarillo_train_0090.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0090.jpg
taxi_amarillo_train_0091.jpg,taxi_recorte_train_0091.jpg,train,389,1248,1093,517,dataset/positivos/train/taxi_amarillo_train_0091.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0091.jpg
taxi_amarillo_train_0092.jpg,taxi_recorte_train_0092.jpg,train,490,1408,1173,645,dataset/positivos/train/taxi_amarillo_train_0092.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0092.jpg
taxi_amarillo_train_0093.jpg,taxi_recorte_train_0093.jpg,train,224,1285,1717,794,dataset/positivos/train/taxi_amarillo_train_0093.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0093.jpg
taxi_amarillo_train_0094.jpg,taxi_recorte_train_0094.jpg,train,1018,1109,629,629,dataset/positivos/train/taxi_amarillo_train_0094.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0094.jpg
taxi_amarillo_train_0095.jpg,taxi_recorte_train_0095.jpg,train,16,1226,1632,848,dataset/positivos/train/taxi_amarillo_train_0095.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0095.jpg
taxi_amarillo_train_0096.jpg,taxi_recorte_train_0096.jpg,train,224,1050,1029,693,dataset/positivos/train/taxi_amarillo_train_0096.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0096.jpg
taxi_amarillo_train_0097.jpg,taxi_recorte_train_0097.jpg,train,272,816,1285,570,dataset/positivos/train/taxi_amarillo_train_0097.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0097.jpg
taxi_amarillo_train_0098.jpg,taxi_recorte_train_0098.jpg,train,5,821,1936,864,dataset/positivos/train/taxi_amarillo_train_0098.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0098.jpg
taxi_amarillo_train_0099.jpg,taxi_recorte_train_0099.jpg,train,981,1552,416,325,dataset/positivos/train/taxi_amarillo_train_0099.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0099.jpg
taxi_amarillo_train_0100.jpg,taxi_recorte_train_0100.jpg,train,789,1498,1125,650,dataset/positivos/train/taxi_amarillo_train_0100.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0100.jpg
taxi_amarillo_train_0101.jpg,taxi_recorte_train_0101.jpg,train,464,1205,1088,474,dataset/positivos/train/taxi_amarillo_train_0101.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0101.jpg
taxi_amarillo_train_0102.jpg,taxi_recorte_train_0102.jpg,train,890,1445,661,709,dataset/positivos/train/taxi_amarillo_train_0102.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0102.jpg
taxi_amarillo_train_0103.jpg,taxi_recorte_train_0103.jpg,train,576,1498,768,405,dataset/positivos/train/taxi_amarillo_train_0103.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0103.jpg
taxi_amarillo_train_0104.jpg,taxi_recorte_train_0104.jpg,train,352,1237,1248,821,dataset/positivos/train/taxi_amarillo_train_0104.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0104.jpg
taxi_amarillo_train_0105.jpg,taxi_recorte_train_0105.jpg,train,5,1200,1514,714,dataset/positivos/train/taxi_amarillo_train_0105.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0105.jpg
taxi_amarillo_train_0106.jpg,taxi_recorte_train_0106.jpg,train,378,1552,362,256,dataset/positivos/train/taxi_amarillo_train_0106.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0106.jpg
taxi_amarillo_train_0107.jpg,taxi_recorte_train_0107.jpg,train,1168,746,592,496,dataset/positivos/train/taxi_amarillo_train_0107.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0107.jpg
taxi_amarillo_train_0108.jpg,taxi_recorte_train_0108.jpg,train,506,1525,1205,725,dataset/positivos/train/taxi_amarillo_train_0108.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0108.jpg
taxi_amarillo_train_0109.jpg,taxi_recorte_train_0109.jpg,train,944,1162,378,325,dataset/positivos/train/taxi_amarillo_train_0109.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0109.jpg
taxi_amarillo_train_0110.jpg,taxi_recorte_train_0110.jpg,train,650,1322,858,378,dataset/positivos/train/taxi_amarillo_train_0110.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0110.jpg
taxi_amarillo_train_0111.jpg,taxi_recorte_train_0111.jpg,train,922,1552,613,266,dataset/positivos/train/taxi_amarillo_train_0111.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0111.jpg
taxi_amarillo_train_0112.jpg,taxi_recorte_train_0112.jpg,train,576,1328,1109,458,dataset/positivos/train/taxi_amarillo_train_0112.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0112.jpg
taxi_amarillo_train_0113.jpg,taxi_recorte_train_0113.jpg,train,613,1456,741,378,dataset/positivos/train/taxi_amarillo_train_0113.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0113.jpg
taxi_amarillo_train_0114.jpg,taxi_recorte_train_0114.jpg,train,1061,1888,725,352,dataset/positivos/train/taxi_amarillo_train_0114.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0114.jpg
taxi_amarillo_train_0115.jpg,taxi_recorte_train_0115.jpg,train,485,1461,1226,693,dataset/positivos/train/taxi_amarillo_train_0115.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0115.jpg
taxi_amarillo_train_0116.jpg,taxi_recorte_train_0116.jpg,train,224,901,570,240,dataset/positivos/train/taxi_amarillo_train_0116.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0116.jpg
taxi_amarillo_train_0117.jpg,taxi_recorte_train_0117.jpg,train,421,1328,565,522,dataset/positivos/train/taxi_amarillo_train_0117.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0117.jpg
taxi_amarillo_train_0118.jpg,taxi_recorte_train_0118.jpg,train,26,1066,1914,1600,dataset/positivos/train/taxi_amarillo_train_0118.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0118.jpg
taxi_amarillo_train_0119.jpg,taxi_recorte_train_0119.jpg,train,330,1322,1328,586,dataset/positivos/train/taxi_amarillo_train_0119.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0119.jpg
taxi_amarillo_train_0120.jpg,taxi_recorte_train_0120.jpg,train,16,1178,1056,522,dataset/positivos/train/taxi_amarillo_train_0120.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0120.jpg
taxi_amarillo_train_0121.jpg,taxi_recorte_train_0121.jpg,train,448,1568,1365,693,dataset/positivos/train/taxi_amarillo_train_0121.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0121.jpg
taxi_amarillo_train_0122.jpg,taxi_recorte_train_0122.jpg,train,0,1152,1056,640,dataset/positivos/train/taxi_amarillo_train_0122.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0122.jpg
taxi_amarillo_train_0123.jpg,taxi_recorte_train_0123.jpg,train,80,1130,2165,1216,dataset/positivos/train/taxi_amarillo_train_0123.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0123.jpg
taxi_amarillo_train_0124.jpg,taxi_recorte_train_0124.jpg,train,10,1162,1221,725,dataset/positivos/train/taxi_amarillo_train_0124.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0124.jpg
taxi_amarillo_train_0125.jpg,taxi_recorte_train_0125.jpg,train,293,1376,1040,544,dataset/positivos/train/taxi_amarillo_train_0125.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0125.jpg
taxi_amarillo_train_0126.jpg,taxi_recorte_train_0126.jpg,train,170,1525,960,517,dataset/positivos/train/taxi_amarillo_train_0126.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0126.jpg
taxi_amarillo_train_0127.jpg,taxi_recorte_train_0127.jpg,train,229,1280,1237,576,dataset/positivos/train/taxi_amarillo_train_0127.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0127.jpg
taxi_amarillo_train_0128.jpg,taxi_recorte_train_0128.jpg,train,634,1818,656,794,dataset/positivos/train/taxi_amarillo_train_0128.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0128.jpg
taxi_amarillo_train_0129.jpg,taxi_recorte_train_0129.jpg,train,378,1365,1178,512,dataset/positivos/train/taxi_amarillo_train_0129.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0129.jpg
taxi_amarillo_train_0130.jpg,taxi_recorte_train_0130.jpg,train,170,1088,1626,693,dataset/positivos/train/taxi_amarillo_train_0130.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0130.jpg
taxi_amarillo_train_0131.jpg,taxi_recorte_train_0131.jpg,train,848,1701,314,282,dataset/positivos/train/taxi_amarillo_train_0131.jpg,dataset/positivos/recortes/train/taxi_recorte_train_0131.jpg
